한국고용직업분류 대분류코드,한국고용직업분류 대분류명,한국고용직업분류 중분류코드,한국고용직업분류 중분류명,한국고용직업분류 소분류코드,한국고용직업분류 소분류명,한국고용직업분류 세분류코드,한국고용직업분류 세분류명,한국표준직업분류 세분류코드,한국표준직업분류 세분류명,loofio_archetype,archetype_family,support_level,mapping_note
0,경영·사무·금융·보험직,01,관리직(임원·부서장),013,전문서비스 관리자,0135,사회복지 관리자,1332,사회 복지 관련 관리자,RECURRING_CARE_SERVICE,RECURRING_SERVICE,C,사회복지 서비스 운영형으로 확장 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),013,전문서비스 관리자,0136,예술·디자인·방송 관리자,1340,문화·예술 관련 관리자,PROJECT_CREATIVE,PROJECT_SERVICE,C,예술·디자인·방송 프로젝트 사업으로 확장 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),013,전문서비스 관리자,0137,정보통신 관리자,1350,정보 통신 관련 관리자,PROJECT_TECH_B2B,PROJECT_SERVICE,C,IT 서비스·프로젝트 사업으로 확장 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),013,전문서비스 관리자,0139,부동산·조사·인력알선 및 기타 전문서비스 관리자,1390,기타 전문 서비스 관리자,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,부동산·인력·조사 등 리드 기반 서비스로 적용 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),014,미용·여행·숙박·음식·경비·청소 관리자,0141,미용·여행·숙박·스포츠 관리자,1521,숙박·여행·오락 및 스포츠 관련 관리자,APPOINTMENT_PERSONAL_OR_LEISURE,APPOINTMENT_SERVICE,B,서비스 운영형 사업으로 적용 가능하나 실제 업종 확인 필요
0,경영·사무·금융·보험직,01,관리직(임원·부서장),014,미용·여행·숙박·음식·경비·청소 관리자,0142,음식서비스 관리자,1522,음식 서비스 관련 관리자,FOOD_WALKIN,WALKIN_COMMERCE,B,음식서비스 운영형 사업으로 적용 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),014,미용·여행·숙박·음식·경비·청소 관리자,0143,경비·청소 관리자,1530,환경·청소 및 경비 관련 관리자,RECURRING_FACILITY_CARE,RECURRING_SERVICE,B,경비·청소 계약형 운영으로 적용 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),015,영업·판매·운송 관리자,0151,영업·판매 관리자,1511,영업 및 판매 관련 관리자,RETAIL_OR_SALES,WALKIN_COMMERCE,B,판매·고객서비스 사업으로 적용 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),015,영업·판매·운송 관리자,0152,운송 관리자,1512,운송관련 관리자,TRANSPORT_DELIVERY,TRANSPORT_LOGISTICS,B,운송 운영형 사업으로 적용 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),015,영업·판매·운송 관리자,0159,기타 판매 및 고객서비스 관리자,1590,기타 판매 및 고객 서비스 관리자,RETAIL_OR_SALES,WALKIN_COMMERCE,B,판매·고객서비스 사업으로 적용 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),016,건설·채굴·제조·생산 관리자,0161,건설·채굴 관리자,1411,건설 및 광업 관련 관리자,CONSTRUCTION_PROJECT,PROJECT_SERVICE,C,프로젝트형 사업으로 확장 가능
0,경영·사무·금융·보험직,01,관리직(임원·부서장),016,건설·채굴·제조·생산 관리자,0162,전기·가스·수도 관리자,1412,전기·가스 및 수도 관련 관리자,PRODUCTION_OR_TECH_OPERATIONS,MANUFACTURING_PRODUCTION,C,생산·설비 운영형으로 도메인별 확장 필요
0,경영·사무·금융·보험직,01,관리직(임원·부서장),016,건설·채굴·제조·생산 관리자,0163,제조·생산 관리자,1413,제품 생산 관련 관리자,PRODUCTION_OR_TECH_OPERATIONS,MANUFACTURING_PRODUCTION,C,생산·설비 운영형으로 도메인별 확장 필요
0,경영·사무·금융·보험직,01,관리직(임원·부서장),016,건설·채굴·제조·생산 관리자,0169,기타 건설·전기 및 제조 관리자,1490,기타 건설·전기 및 생산 관련 관리자,PRODUCTION_OR_TECH_OPERATIONS,MANUFACTURING_PRODUCTION,C,생산·설비 운영형으로 도메인별 확장 필요
0,경영·사무·금융·보험직,02,경영·행정·사무직,021,정부·공공행정 전문가,0210,정부·공공행정 전문가,2620,정부 및 공공 행정 전문가,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
0,경영·사무·금융·보험직,02,경영·행정·사무직,022,경영·인사 전문가,0221,경영·진단 전문가,2715,경영 및 진단 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,022,경영·인사 전문가,0222,인사·노무 전문가,2711,인사 및 노사 관련 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,023,회계·세무·감정 전문가,0231,회계사,2712,회계사,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,023,회계·세무·감정 전문가,0232,세무사,2713,세무사,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,023,회계·세무·감정 전문가,0233,관세사,2714,관세사,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,023,회계·세무·감정 전문가,0234,감정 전문가,2741,감정 관련 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,024,광고·조사·상품기획·행사기획 전문가,0241,광고·홍보 전문가,2733,광고 및 홍보 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,024,광고·조사·상품기획·행사기획 전문가,0242,조사 전문가,2734,조사 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,024,광고·조사·상품기획·행사기획 전문가,0243,상품 기획자,2731,상품 기획 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,C,독립 전문서비스·프로젝트 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,024,광고·조사·상품기획·행사기획 전문가,0244,행사 기획자,2735,행사 기획자,EVENT_PROJECT,PROJECT_SERVICE,B,행사 기획 프로젝트형 사업으로 적용 가능
0,경영·사무·금융·보험직,02,경영·행정·사무직,025,정부·공공 행정 사무원,0251,조세행정 사무원,3111,조세행정 사무원,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
0,경영·사무·금융·보험직,02,경영·행정·사무직,025,정부·공공 행정 사무원,0252,관세행정 사무원,3112,관세행정 사무원,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
0,경영·사무·금융·보험직,02,경영·행정·사무직,025,정부·공공 행정 사무원,0253,병무행정 사무원,3113,병무행정 사무원,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
0,경영·사무·금융·보험직,02,경영·행정·사무직,025,정부·공공 행정 사무원,0254,국가·지방행정 사무원,3114,국가 및 지방 행정 사무원,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
0,경영·사무·금융·보험직,02,경영·행정·사무직,025,정부·공공 행정 사무원,0255,공공행정 사무원,3115,공공행정 사무원,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
0,경영·사무·금융·보험직,02,경영·행정·사무직,026,경영지원 사무원,0261,기획·마케팅 사무원,3121,기획 및 마케팅 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,026,경영지원 사무원,0262,인사·교육·훈련 사무원,3122,인사 및 교육·훈련 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,026,경영지원 사무원,0263,총무 사무원 및 대학 행정조교,3127,총무 사무원 및 대학 행정조교,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,026,경영지원 사무원,0264,감사 사무원,3302,감사 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,027,회계·경리 사무원,0271,회계 사무원,3131,회계 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,027,회계·경리 사무원,0272,경리 사무원,3132,경리 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,028,무역·운송·생산·품질 사무원,0281,무역 사무원,3125,무역 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,028,무역·운송·생산·품질 사무원,0282,운송 사무원,3126,운송 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,028,무역·운송·생산·품질 사무원,0283,자재·구매·물류 사무원,3123,자재 관리 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,028,무역·운송·생산·품질 사무원,0284,생산·품질 사무원,3124,생산 및 품질 관리 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,029,안내·고객상담·통계·비서·사무보조 및 기타 사무원,0291,안내·접수원 및 전화교환원,3922,안내·접수원 및 전화교환원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,029,안내·고객상담·통계·비서·사무보조 및 기타 사무원,0292,고객 상담원 및 모니터 요원,3991,고객 상담 및 모니터 요원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,029,안내·고객상담·통계·비서·사무보조 및 기타 사무원,0293,통계 사무원,3910,통계 관련 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,029,안내·고객상담·통계·비서·사무보조 및 기타 사무원,0294,비서,3141,비서,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,029,안내·고객상담·통계·비서·사무보조 및 기타 사무원,0295,전산자료 입력원 및 사무 보조원,3142,전산 자료 입력원 및 사무 보조원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,02,경영·행정·사무직,029,안내·고객상담·통계·비서·사무보조 및 기타 사무원,0299,기타 사무원,3999,기타 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,사무 직무 자체를 고객 사업 업종으로 직접 사용하기 어려움
0,경영·사무·금융·보험직,03,금융·보험직,031,금융·보험 전문가,0311,투자·신용 분석가,2721,투자 및 신용 분석가,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,031,금융·보험 전문가,0312,자산 운용가,2722,자산 운용가,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,031,금융·보험 전문가,0313,보험·금융상품 개발자,2723,보험 및 금융 상품 개발자,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,031,금융·보험 전문가,0314,증권·외환 딜러,2724,증권 및 외환 딜러,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,031,금융·보험 전문가,0315,손해사정사,2725,손해 사정사,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,C,리드·상담 기반 금융/보험 서비스로 확장 가능하나 규제 검토 필요
0,경영·사무·금융·보험직,03,금융·보험직,031,금융·보험 전문가,0319,기타 금융·보험 전문가,2729,기타 금융 및 보험 관련 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,C,리드·상담 기반 금융/보험 서비스로 확장 가능하나 규제 검토 필요
0,경영·사무·금융·보험직,03,금융·보험직,032,금융·보험 사무원,0321,은행 사무원,3203,은행 사무원,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,032,금융·보험 사무원,0322,증권 사무원,3204,증권 사무원,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,032,금융·보험 사무원,0323,보험 심사원 및 사무원,3202,보험 심사원 및 사무원,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,032,금융·보험 사무원,0324,출납창구 사무원,3201,출납 창구 사무원,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,032,금융·보험 사무원,0325,수금원 및 신용 추심원,3205,수금원 및 신용 추심원,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,032,금융·보험 사무원,0329,기타 금융 사무원,3209,기타 금융 사무원,EMPLOYMENT_OR_REGULATED_FINANCE,EMPLOYMENT_SUPPORT,D,기관 고용 또는 고규제 금융 직무 성격이 강함
0,경영·사무·금융·보험직,03,금융·보험직,033,금융·보험 영업원,0331,대출 및 신용카드 모집인,5104,대출 및 신용카드 모집인,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,C,리드·상담 기반 금융/보험 서비스로 확장 가능하나 규제 검토 필요
0,경영·사무·금융·보험직,03,금융·보험직,033,금융·보험 영업원,0332,보험 모집인 및 투자 권유 대행인,5103,보험 모집인 및 투자 권유 대행인,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,C,리드·상담 기반 금융/보험 서비스로 확장 가능하나 규제 검토 필요
1,연구직 및 공학 기술직,11,인문·사회과학 연구직,110,인문·사회과학 연구원,1101,인문과학 연구원,2121,인문과학 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,11,인문·사회과학 연구직,110,인문·사회과학 연구원,1102,사회과학 연구원,2122,사회과학 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,12,자연·생명과학 연구직,121,자연과학 연구원 및 시험원,1211,자연과학 연구원,2112,자연과학연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,12,자연·생명과학 연구직,121,자연과학 연구원 및 시험원,1212,자연과학 시험원,2133,자연과학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,12,자연·생명과학 연구직,122,생명과학 연구원 및 시험원,1221,생명과학 연구원,2111,생명과학 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,12,자연·생명과학 연구직,122,생명과학 연구원 및 시험원,1222,생명과학 시험원,2131,생명과학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,12,자연·생명과학 연구직,122,생명과학 연구원 및 시험원,1223,농림어업 시험원,2132,농림·어업 관련 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,연구·시험·전문서비스형 사업으로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,131,컴퓨터하드웨어·통신공학 기술자,1311,컴퓨터 하드웨어 기술자 및 연구원,2211,컴퓨터 하드웨어 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,기술 서비스/프로젝트형 적용 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,131,컴퓨터하드웨어·통신공학 기술자,1312,통신공학 기술자 및 연구원,2212,통신공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,기술 서비스/프로젝트형 적용 가능
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,415,디자이너,4152,패션 디자이너,2852,패션 디자이너,PROJECT_CREATIVE,PROJECT_SERVICE,B,프로젝트·예약·견적 기반 창작 서비스로 적용 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,132,컴퓨터시스템 전문가,1320,컴퓨터시스템 전문가,2221,컴퓨터 시스템 전문가,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,기술 서비스/프로젝트형 적용 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,133,소프트웨어 개발자,1331,시스템 소프트웨어 개발자,2222,시스템 소프트웨어 개발자,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,133,소프트웨어 개발자,1332,응용 소프트웨어 개발자,2223,응용 소프트웨어 개발자,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,133,소프트웨어 개발자,1333,웹 개발자,2224,웹 개발자,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,133,소프트웨어 개발자,1339,기타 컴퓨터 전문가 및 소프트웨어 전문가,2229,기타 컴퓨터 시스템 및 소프트웨어 전문가,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,134,데이터·네트워크 및 시스템 운영 전문가,1341,데이터 전문가,2231,데이터 전문가,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,134,데이터·네트워크 및 시스템 운영 전문가,1342,네트워크 시스템 개발자,2232,네트워크 시스템 개발자,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,134,데이터·네트워크 및 시스템 운영 전문가,1343,정보시스템 운영자,2241,정보 시스템 운영자,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,기술 서비스/프로젝트형 적용 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,134,데이터·네트워크 및 시스템 운영 전문가,1344,웹 운영자,2242,웹 운영자,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,134,데이터·네트워크 및 시스템 운영 전문가,1349,기타 데이터 및 네트워크 전문가,2239,기타 데이터 및 네트워크 관련 전문가,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,135,정보보안 전문가,1350,정보보안 전문가,2233,정보 보안 전문가,PROJECT_TECH_B2B,PROJECT_SERVICE,C,프로젝트·계약형 IT 서비스로 확장 가능
1,연구직 및 공학 기술직,13,정보통신 연구개발직 및 공학기술직,136,통신·방송송출 장비 기사,1360,통신·방송송출 장비 기사,2250,통신 및 방송 송출 장비 기사,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,기술 서비스/프로젝트형 적용 가능
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1401,건축가,2311,건축가,CONSTRUCTION_PROJECT,PROJECT_SERVICE,C,설계·측량·조경 등 프로젝트 수익모델로 확장 가능
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1402,건축공학 기술자,2312,건축공학 기술자,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,건설 기술 서비스형으로 확장 가능
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1403,토목공학 기술자,2313,토목공학기술자,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,건설 기술 서비스형으로 확장 가능
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1404,조경 기술자,2314,조경 기술자,CONSTRUCTION_PROJECT,PROJECT_SERVICE,C,설계·측량·조경 등 프로젝트 수익모델로 확장 가능
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1405,도시·교통 전문가,2315,도시 및 교통 관련 전문가,CONSTRUCTION_PROJECT,PROJECT_SERVICE,C,설계·측량·조경 등 프로젝트 수익모델로 확장 가능
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1406,측량·지리정보 전문가,2316,측량 및 지리 정보 전문가,CONSTRUCTION_PROJECT,PROJECT_SERVICE,C,설계·측량·조경 등 프로젝트 수익모델로 확장 가능
